,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
1112,steel,https://www.dictionary.com/browse/steel,0,"any of various modified forms of iron, artificially produced, having a carbon content less than that of pig iron and more than that of wrought iron, and having qualities of hardness, elasticity, and strength varying according to composition and heat treatment: generally categorized as having a high, medium, or low-carbon content.","['any', 'of', 'various', 'modified', 'forms', 'of', 'iron', ',', 'artificially', 'produced', ',', 'having', 'a', 'carbon', 'content', 'less', 'than', 'that', 'of', 'pig', 'iron', 'and', 'more', 'than', 'that', 'of', 'wrought', 'iron', ',', 'and', 'having', 'qualities', 'of', 'hardness', ',', 'elasticity', ',', 'and', 'strength', 'varying', 'according', 'to', 'composition', 'and', 'heat', 'treatment', ':', 'generally', 'categorized', 'as', 'having', 'a', 'high', ',', 'medium', ',', 'or', 'low', '-', 'carbon', 'content', '.']","['PRON', 'ADP', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PRON', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADP', 'PRON', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'ADP', 'VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",pron adp adj verb noun adp noun punct adv verb punct verb det noun noun adj adp pron adp noun noun cconj adj adp pron adp adj noun punct cconj verb noun adp adj punct noun punct cconj noun verb verb adp noun cconj noun noun punct adv verb adp verb det adj punct adj punct cconj adj punct noun noun punct,"any of various modified forms of iron, artificially produced, having a carbon content less than that of pig iron and more than that of wrought iron, and having qualities of hardness, elasticity, and strength varying according to composition and heat treatment: generally categorized as having a high, medium, or low-carbon content.pron adp adj verb noun adp noun punct adv verb punct verb det noun noun adj adp pron adp noun noun cconj adj adp pron adp adj noun punct cconj verb noun adp adj punct noun punct cconj noun verb verb adp noun cconj noun noun punct adv verb adp verb det adj punct adj punct cconj adj punct noun noun punct",62
1113,sugar,https://www.dictionary.com/browse/sugar,0,"a sweet, crystalline substance, c12h22o11, obtained chiefly from the juice of the sugarcane  and the sugar beet,  and present in sorghum, maple sap, etc.: used extensively as an ingredient and flavoring of certain foods and as a fermenting agent in the manufacture of certain alcoholic beverages; sucrose.compare beet sugar, cane sugar. ","['a', 'sweet', ',', 'crystalline', 'substance', ',', 'c12h22o11', ',', 'obtained', 'chiefly', 'from', 'the', 'juice', 'of', 'the', 'sugarcane', ' ', 'and', 'the', 'sugar', 'beet', ',', ' ', 'and', 'present', 'in', 'sorghum', ',', 'maple', 'sap', ',', 'etc', '.', ':', 'used', 'extensively', 'as', 'an', 'ingredient', 'and', 'flavoring', 'of', 'certain', 'foods', 'and', 'as', 'a', 'fermenting', 'agent', 'in', 'the', 'manufacture', 'of', 'certain', 'alcoholic', 'beverages', ';', 'sucrose.compare', 'beet', 'sugar', ',', 'cane', 'sugar', '.']","['DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'SPACE', 'CCONJ', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'X', 'X', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']",det adj punct noun noun punct propn punct verb adv adp det noun adp det noun space cconj det noun noun punct space cconj adj adp noun punct noun propn punct x x punct verb adv adp det noun cconj noun adp adj noun cconj adp det verb noun adp det noun adp adj adj noun punct propn noun noun punct adj noun punct,"a sweet, crystalline substance, c12h22o11, obtained chiefly from the juice of the sugarcane  and the sugar beet,  and present in sorghum, maple sap, etc.: used extensively as an ingredient and flavoring of certain foods and as a fermenting agent in the manufacture of certain alcoholic beverages; sucrose.compare beet sugar, cane sugar. det adj punct noun noun punct propn punct verb adv adp det noun adp det noun space cconj det noun noun punct space cconj adj adp noun punct noun propn punct x x punct verb adv adp det noun cconj noun adp adj noun cconj adp det verb noun adp det noun adp adj adj noun punct propn noun noun punct adj noun punct",64
1114,uncle,https://www.dictionary.com/browse/uncle,0,a brother of one's father or mother.,"['a', 'brother', 'of', 'one', ""'s"", 'father', 'or', 'mother', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",det noun adp noun part noun cconj noun punct,a brother of one's father or mother.det noun adp noun part noun cconj noun punct,9
1115,abuse,https://www.dictionary.com/browse/abuse,0,wrong or improper use; misuse: the abuse of privileges.,"['wrong', 'or', 'improper', 'use', ';', 'misuse', ':', 'the', 'abuse', 'of', 'privileges', '.']","['ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",adj cconj adj noun punct noun punct det noun adp noun punct,wrong or improper use; misuse: the abuse of privileges.adj cconj adj noun punct noun punct det noun adp noun punct,12
1116,alliance,https://www.dictionary.com/browse/alliance,0,the act of allying  or state of being allied. ,"['the', 'act', 'of', 'allying', ' ', 'or', 'state', 'of', 'being', 'allied', '.']","['DET', 'NOUN', 'ADP', 'VERB', 'SPACE', 'CCONJ', 'NOUN', 'ADP', 'AUX', 'VERB', 'PUNCT']",det noun adp verb space cconj noun adp aux verb punct,the act of allying  or state of being allied. det noun adp verb space cconj noun adp aux verb punct,11
1117,angle,https://www.dictionary.com/browse/angle,0,"geometry.  the space within two lines or three or more planes diverging from a common point, or within two planes diverging from a common line. the figure so formed. the amount of rotation needed to bring one line or plane into coincidence with another, generally measured in radians or in degrees, minutes, and seconds, as in 12° 10prime; 30″, which is read as 12 degrees, 10 minutes, and 30 seconds.","['geometry', '.', ' ', 'the', 'space', 'within', 'two', 'lines', 'or', 'three', 'or', 'more', 'planes', 'diverging', 'from', 'a', 'common', 'point', ',', 'or', 'within', 'two', 'planes', 'diverging', 'from', 'a', 'common', 'line', '.', 'the', 'figure', 'so', 'formed', '.', 'the', 'amount', 'of', 'rotation', 'needed', 'to', 'bring', 'one', 'line', 'or', 'plane', 'into', 'coincidence', 'with', 'another', ',', 'generally', 'measured', 'in', 'radians', 'or', 'in', 'degrees', ',', 'minutes', ',', 'and', 'seconds', ',', 'as', 'in', '12', '°', '10prime', ';', '30″', ',', 'which', 'is', 'read', 'as', '12', 'degrees', ',', '10', 'minutes', ',', 'and', '30', 'seconds', '.']","['NOUN', 'PUNCT', 'SPACE', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'NUM', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'NUM', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PART', 'VERB', 'NUM', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'ADV', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NUM', 'NOUN', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'CCONJ', 'NUM', 'NOUN', 'PUNCT']",noun punct space det noun adp num noun cconj num cconj adj noun verb adp det adj noun punct cconj adp num noun noun adp det adj noun punct det noun adv verb punct det noun adp noun verb part verb num noun cconj noun adp noun adp pron punct adv verb adp noun cconj adp noun punct noun punct cconj noun punct adp adp num noun num punct num punct pron aux verb adp num noun punct num noun punct cconj num noun punct,"geometry.  the space within two lines or three or more planes diverging from a common point, or within two planes diverging from a common line. the figure so formed. the amount of rotation needed to bring one line or plane into coincidence with another, generally measured in radians or in degrees, minutes, and seconds, as in 12° 10prime; 30″, which is read as 12 degrees, 10 minutes, and 30 seconds.noun punct space det noun adp num noun cconj num cconj adj noun verb adp det adj noun punct cconj adp num noun noun adp det adj noun punct det noun adv verb punct det noun adp noun verb part verb num noun cconj noun adp noun adp pron punct adv verb adp noun cconj adp noun punct noun punct cconj noun punct adp adp num noun num punct num punct pron aux verb adp num noun punct num noun punct cconj num noun punct",85
1118,bay,https://www.dictionary.com/browse/bay,0,"a body of water forming an indentation of the shoreline, larger than a cove but smaller than a gulf.","['a', 'body', 'of', 'water', 'forming', 'an', 'indentation', 'of', 'the', 'shoreline', ',', 'larger', 'than', 'a', 'cove', 'but', 'smaller', 'than', 'a', 'gulf', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",det noun adp noun verb det noun adp det noun punct adj adp det noun cconj adj adp det noun punct,"a body of water forming an indentation of the shoreline, larger than a cove but smaller than a gulf.det noun adp noun verb det noun adp det noun punct adj adp det noun cconj adj adp det noun punct",21
1119,bid,https://www.dictionary.com/browse/bid,0,an act or instance of bidding.,"['an', 'act', 'or', 'instance', 'of', 'bidding', '.']","['DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",det noun cconj noun adp noun punct,an act or instance of bidding.det noun cconj noun adp noun punct,7
1120,certificate,https://www.dictionary.com/browse/certificate,0,"a document serving as evidence or as written testimony, as of status, qualifications, privileges, or the truth of something.","['a', 'document', 'serving', 'as', 'evidence', 'or', 'as', 'written', 'testimony', ',', 'as', 'of', 'status', ',', 'qualifications', ',', 'privileges', ',', 'or', 'the', 'truth', 'of', 'something', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']",det noun verb adp noun cconj adp verb noun punct adp adp noun punct noun punct noun punct cconj det noun adp pron punct,"a document serving as evidence or as written testimony, as of status, qualifications, privileges, or the truth of something.det noun verb adp noun cconj adp verb noun punct adp adp noun punct noun punct noun punct cconj det noun adp pron punct",24
1121,chancellor,https://www.dictionary.com/browse/chancellor,0,"the chief minister of state in certain parliamentary governments, as in germany; prime minister; premier.","['the', 'chief', 'minister', 'of', 'state', 'in', 'certain', 'parliamentary', 'governments', ',', 'as', 'in', 'germany', ';', 'prime', 'minister', ';', 'premier', '.']","['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']",det noun noun adp noun adp adj adj noun punct adp adp propn punct adj propn punct propn punct,"the chief minister of state in certain parliamentary governments, as in germany; prime minister; premier.det noun noun adp noun adp adj adj noun punct adp adp propn punct adj propn punct propn punct",19
1122,cloud,https://www.dictionary.com/browse/cloud,0,"a visible collection of particles of water or ice suspended in the air, usually at an elevation above the earth's surface.","['a', 'visible', 'collection', 'of', 'particles', 'of', 'water', 'or', 'ice', 'suspended', 'in', 'the', 'air', ',', 'usually', 'at', 'an', 'elevation', 'above', 'the', 'earth', ""'s"", 'surface', '.']","['DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT']",det adj noun adp noun adp noun cconj noun verb adp det noun punct adv adp det noun adp det noun part noun punct,"a visible collection of particles of water or ice suspended in the air, usually at an elevation above the earth's surface.det adj noun adp noun adp noun cconj noun verb adp det noun punct adv adp det noun adp det noun part noun punct",24
1123,coach,https://www.dictionary.com/browse/coach,0,"a large, horse-drawn, four-wheeled carriage, usually enclosed.","['a', 'large', ',', 'horse', '-', 'drawn', ',', 'four', '-', 'wheeled', 'carriage', ',', 'usually', 'enclosed', '.']","['DET', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'NUM', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'PUNCT']",det adj punct noun punct verb punct num punct adj noun punct adv verb punct,"a large, horse-drawn, four-wheeled carriage, usually enclosed.det adj punct noun punct verb punct num punct adj noun punct adv verb punct",15
1124,custom,https://www.dictionary.com/browse/custom,0,a habitual practice; the usual way of acting in given circumstances.,"['a', 'habitual', 'practice', ';', 'the', 'usual', 'way', 'of', 'acting', 'in', 'given', 'circumstances', '.']","['DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']",det adj noun punct det adj noun adp verb adp verb noun punct,a habitual practice; the usual way of acting in given circumstances.det adj noun punct det adj noun adp verb adp verb noun punct,13
1125,dollar,https://www.dictionary.com/browse/dollar,0,"a paper money, silver or cupronickel coin, and monetary unit of the united states, equal to 100 cents. symbol: $","['a', 'paper', 'money', ',', 'silver', 'or', 'cupronickel', 'coin', ',', 'and', 'monetary', 'unit', 'of', 'the', 'united', 'states', ',', 'equal', 'to', '100', 'cents', '.', 'symbol', ':', '$']","['DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'SYM']",det noun noun punct noun cconj verb noun punct cconj adj noun adp det propn propn punct adj adp num noun punct noun punct sym,"a paper money, silver or cupronickel coin, and monetary unit of the united states, equal to 100 cents. symbol: $det noun noun punct noun cconj verb noun punct cconj adj noun adp det propn propn punct adj adp num noun punct noun punct sym",25
1126,expansion,https://www.dictionary.com/browse/expansion,0,the act or process of expanding.,"['the', 'act', 'or', 'process', 'of', 'expanding', '.']","['DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'PUNCT']",det noun cconj noun adp verb punct,the act or process of expanding.det noun cconj noun adp verb punct,7
1127,lifespan,https://www.dictionary.com/browse/lifespan,0,"the longest period over which the life of any organism or species may extend, according to the available biological knowledge concerning it.","['the', 'longest', 'period', 'over', 'which', 'the', 'life', 'of', 'any', 'organism', 'or', 'species', 'may', 'extend', ',', 'according', 'to', 'the', 'available', 'biological', 'knowledge', 'concerning', 'it', '.']","['DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PRON', 'PUNCT']",det adj noun adp pron det noun adp det noun cconj noun aux verb punct verb adp det adj adj noun verb pron punct,"the longest period over which the life of any organism or species may extend, according to the available biological knowledge concerning it.det adj noun adp pron det noun adp det noun cconj noun aux verb punct verb adp det adj adj noun verb pron punct",24
1128,mood,https://www.dictionary.com/browse/mood,0,a state or quality of feeling at a particular time: what's the boss' mood today?,"['a', 'state', 'or', 'quality', 'of', 'feeling', 'at', 'a', 'particular', 'time', ':', 'what', ""'s"", 'the', 'boss', ""'"", 'mood', 'today', '?']","['DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PART', 'NOUN', 'NOUN', 'PUNCT']",det noun cconj noun adp noun adp det adj noun punct pron aux det noun part noun noun punct,a state or quality of feeling at a particular time: what's the boss' mood today?det noun cconj noun adp noun adp det adj noun punct pron aux det noun part noun noun punct,19
1129,personality,https://www.dictionary.com/browse/personality,0,the visible aspect of one's character as it impresses others: he has a pleasing personality.,"['the', 'visible', 'aspect', 'of', 'one', ""'s"", 'character', 'as', 'it', 'impresses', 'others', ':', 'he', 'has', 'a', 'pleasing', 'personality', '.']","['DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PART', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",det adj noun adp pron part noun sconj pron verb noun punct pron verb det adj noun punct,the visible aspect of one's character as it impresses others: he has a pleasing personality.det adj noun adp pron part noun sconj pron verb noun punct pron verb det adj noun punct,18
